<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.870819, y: 9.665771, vx: 0.424559, vy: 0.393724, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 25.057806, y: 9.704425, vx: 0.424151, vy: 0.394264, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:23 2026><DYNAMIC><Updated DRONE STATE - x: 24.890982, y: 9.684477, vx: 0.403240, vy: 0.374128, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.077948, y: 9.723158, vx: 0.402840, vy: 0.374654, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 24.910131, y: 9.702252, vx: 0.382992, vy: 0.355508, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.097078, y: 9.740959, vx: 0.382600, vy: 0.356019, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 24.928320, y: 9.719143, vx: 0.363761, vy: 0.337814, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.115248, y: 9.757874, vx: 0.363378, vy: 0.338310, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 24.945595, y: 9.735193, vx: 0.345495, vy: 0.321002, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.132504, y: 9.773949, vx: 0.345120, vy: 0.321484, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 24.962002, y: 9.750444, vx: 0.328145, vy: 0.305026, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.148893, y: 9.789224, vx: 0.327779, vy: 0.305495, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 24.977585, y: 9.764936, vx: 0.311667, vy: 0.289846, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.164459, y: 9.803739, vx: 0.311309, vy: 0.290301, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 24.992386, y: 9.778708, vx: 0.296015, vy: 0.275422, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.179243, y: 9.817532, vx: 0.295665, vy: 0.275864, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.006443, y: 9.791794, vx: 0.281148, vy: 0.261717, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:24 2026><DYNAMIC><Updated DRONE STATE - x: 25.193283, y: 9.830639, vx: 0.280807, vy: 0.262146, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.019794, y: 9.804229, vx: 0.267027, vy: 0.248695, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.206617, y: 9.843095, vx: 0.266695, vy: 0.249110, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.032475, y: 9.816045, vx: 0.253615, vy: 0.236321, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.219282, y: 9.854931, vx: 0.253293, vy: 0.236722, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.044518, y: 9.827272, vx: 0.240878, vy: 0.224562, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.231310, y: 9.866179, vx: 0.240564, vy: 0.224950, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.055956, y: 9.837942, vx: 0.228780, vy: 0.213387, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.242733, y: 9.876866, vx: 0.228476, vy: 0.213763, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><input><Sent command of type 2 with forces fx: -1.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.066820, y: 9.848081, vx: 0.217290, vy: 0.202769, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><input><Sent command of type 2 with forces fx: -1.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.251083, y: 9.887023, vx: 0.166995, vy: 0.203132, fx: -1.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.072140, y: 9.857715, vx: 0.106376, vy: 0.192679, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.254013, y: 9.896674, vx: 0.058590, vy: 0.193030, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.072189, y: 9.866869, vx: 0.001011, vy: 0.183092, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.251793, y: 9.905846, vx: -0.044392, vy: 0.183431, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.067236, y: 9.875568, vx: -0.099084, vy: 0.173982, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:25 2026><DYNAMIC><Updated DRONE STATE - x: 25.244682, y: 9.914561, vx: -0.142221, vy: 0.174308, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.057528, y: 9.883835, vx: -0.194171, vy: 0.165324, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.232925, y: 9.922843, vx: -0.235156, vy: 0.165639, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.043303, y: 9.891689, vx: -0.284502, vy: 0.157097, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.216753, y: 9.930713, vx: -0.323442, vy: 0.157401, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.024786, y: 9.899154, vx: -0.370314, vy: 0.149280, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.196388, y: 9.938191, vx: -0.407311, vy: 0.149572, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.002193, y: 9.906246, vx: -0.451833, vy: 0.141850, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.172039, y: 9.945298, vx: -0.486984, vy: 0.142132, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 24.975729, y: 9.912986, vx: -0.529273, vy: 0.134790, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.143906, y: 9.952051, vx: -0.562671, vy: 0.135061, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 24.945587, y: 9.919390, vx: -0.602840, vy: 0.128080, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.112177, y: 9.958468, vx: -0.634571, vy: 0.128341, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 24.911951, y: 9.925475, vx: -0.672726, vy: 0.121704, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 25.077034, y: 9.964566, vx: -0.702873, vy: 0.121956, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:26 2026><DYNAMIC><Updated DRONE STATE - x: 24.874996, y: 9.931257, vx: -0.739116, vy: 0.115645, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 25.038647, y: 9.970361, vx: -0.767759, vy: 0.115887, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.834887, y: 9.936751, vx: -0.802184, vy: 0.109887, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.997177, y: 9.975866, vx: -0.829399, vy: 0.110120, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.791782, y: 9.941972, vx: -0.862097, vy: 0.104415, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.952780, y: 9.981098, vx: -0.887954, vy: 0.104640, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.745832, y: 9.946933, vx: -0.919013, vy: 0.099215, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.905602, y: 9.986070, vx: -0.943580, vy: 0.099431, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.697178, y: 9.951647, vx: -0.973082, vy: 0.094274, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.855780, y: 9.990794, vx: -0.996423, vy: 0.094482, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.645956, y: 9.956125, vx: -1.024445, vy: 0.089578, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.803448, y: 9.995283, vx: -1.046622, vy: 0.089778, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.592295, y: 9.960381, vx: -1.073239, vy: 0.085115, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.748732, y: 9.999549, vx: -1.094309, vy: 0.085307, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.536316, y: 9.964424, vx: -1.119592, vy: 0.080874, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.691751, y: 10.003602, vx: -1.139611, vy: 0.081059, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:27 2026><DYNAMIC><Updated DRONE STATE - x: 24.478134, y: 9.968266, vx: -1.163625, vy: 0.076843, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.632620, y: 10.007453, vx: -1.182646, vy: 0.077022, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.417862, y: 9.971917, vx: -1.205456, vy: 0.073013, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.571444, y: 10.011112, vx: -1.223528, vy: 0.073185, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.355602, y: 9.975386, vx: -1.245194, vy: 0.069373, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.508326, y: 10.014589, vx: -1.262365, vy: 0.069539, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.291454, y: 9.978682, vx: -1.282944, vy: 0.065914, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.443363, y: 10.017893, vx: -1.299258, vy: 0.066073, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.225513, y: 9.981812, vx: -1.318805, vy: 0.062627, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.376648, y: 10.021031, vx: -1.334305, vy: 0.062780, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.157869, y: 9.984788, vx: -1.352872, vy: 0.059503, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.308268, y: 10.024014, vx: -1.367599, vy: 0.059650, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.088608, y: 9.987615, vx: -1.385235, vy: 0.056534, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.238306, y: 10.026847, vx: -1.399227, vy: 0.056675, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.017809, y: 9.990300, vx: -1.415979, vy: 0.053713, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:28 2026><DYNAMIC><Updated DRONE STATE - x: 24.166842, y: 10.029539, vx: -1.429272, vy: 0.053848, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.945549, y: 9.992852, vx: -1.445184, vy: 0.051031, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 24.093950, y: 10.032097, vx: -1.457814, vy: 0.051162, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.871902, y: 9.995276, vx: -1.472928, vy: 0.048483, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 24.019703, y: 10.034527, vx: -1.484928, vy: 0.048608, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.796938, y: 9.997580, vx: -1.499284, vy: 0.046061, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.944168, y: 10.036836, vx: -1.510686, vy: 0.046181, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><input><Sent command of type 8 with forces fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.720722, y: 9.999767, vx: -1.524321, vy: 0.043760, fx: -2.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.872410, y: 10.039029, vx: -1.435154, vy: 0.043875, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.648317, y: 10.001846, vx: -1.448106, vy: 0.041572, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.804239, y: 10.041113, vx: -1.363398, vy: 0.041683, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.579533, y: 10.003821, vx: -1.375701, vy: 0.039494, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.739477, y: 10.043093, vx: -1.295230, vy: 0.039600, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.514187, y: 10.005697, vx: -1.306916, vy: 0.037519, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.677954, y: 10.044973, vx: -1.230469, vy: 0.037621, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:29 2026><DYNAMIC><Updated DRONE STATE - x: 23.452108, y: 10.007480, vx: -1.241570, vy: 0.035643, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.619507, y: 10.046761, vx: -1.168945, vy: 0.035740, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.393133, y: 10.009172, vx: -1.179491, vy: 0.033861, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.563982, y: 10.048458, vx: -1.110498, vy: 0.033953, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.337107, y: 10.010781, vx: -1.120517, vy: 0.032168, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.511234, y: 10.050071, vx: -1.054973, vy: 0.032255, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.283882, y: 10.012309, vx: -1.064491, vy: 0.030560, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.461123, y: 10.051603, vx: -1.002224, vy: 0.030643, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.233318, y: 10.013761, vx: -1.011266, vy: 0.029032, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.413517, y: 10.053059, vx: -0.952113, vy: 0.029110, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.185284, y: 10.015140, vx: -0.960703, vy: 0.027580, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.368292, y: 10.054441, vx: -0.904508, vy: 0.027655, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.139650, y: 10.016450, vx: -0.912668, vy: 0.026201, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.325327, y: 10.055755, vx: -0.859282, vy: 0.026272, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.096298, y: 10.017694, vx: -0.867034, vy: 0.024891, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.284512, y: 10.057003, vx: -0.816318, vy: 0.024959, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:30 2026><DYNAMIC><Updated DRONE STATE - x: 23.055115, y: 10.018877, vx: -0.823683, vy: 0.023646, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.245737, y: 10.058188, vx: -0.775502, vy: 0.023711, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.015989, y: 10.020000, vx: -0.782499, vy: 0.022464, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.208900, y: 10.059315, vx: -0.736727, vy: 0.022525, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 22.978821, y: 10.021068, vx: -0.743374, vy: 0.021341, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.173906, y: 10.060385, vx: -0.699891, vy: 0.021399, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 22.943510, y: 10.022081, vx: -0.706205, vy: 0.020274, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.140661, y: 10.061401, vx: -0.664896, vy: 0.020329, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 22.909966, y: 10.023045, vx: -0.670895, vy: 0.019260, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.109079, y: 10.062367, vx: -0.631651, vy: 0.019312, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 22.878098, y: 10.023959, vx: -0.637350, vy: 0.018297, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.079077, y: 10.063285, vx: -0.600069, vy: 0.018347, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 22.847824, y: 10.024828, vx: -0.605483, vy: 0.017382, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.050573, y: 10.064157, vx: -0.570065, vy: 0.017429, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 22.819063, y: 10.025654, vx: -0.575208, vy: 0.016513, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:31 2026><DYNAMIC><Updated DRONE STATE - x: 23.023495, y: 10.064984, vx: -0.541562, vy: 0.016558, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.791740, y: 10.026438, vx: -0.546448, vy: 0.015688, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.997770, y: 10.065771, vx: -0.514484, vy: 0.015730, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.765783, y: 10.027183, vx: -0.519126, vy: 0.014903, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.973331, y: 10.066518, vx: -0.488760, vy: 0.014944, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.741125, y: 10.027890, vx: -0.493169, vy: 0.014158, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.950115, y: 10.067227, vx: -0.464322, vy: 0.014196, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><input><Sent command of type 0 with forces fx: 0.000000, fy: -1.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.717699, y: 10.028563, vx: -0.468511, vy: 0.013450, fx: 0.000000, fy: 0.000000>
<Thu Jan 15 14:56:32 2026><input><Sent command of type 0 with forces fx: 0.000000, fy: -1.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.928061, y: 10.065402, vx: -0.441106, vy: -0.036513, fx: 0.000000, fy: -1.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.695444, y: 10.024201, vx: -0.445085, vy: -0.087222, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.907108, y: 10.058667, vx: -0.419050, vy: -0.134688, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.674303, y: 10.015059, vx: -0.422831, vy: -0.182861, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.887203, y: 10.047270, vx: -0.398098, vy: -0.227953, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.654219, y: 10.001372, vx: -0.401689, vy: -0.273718, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.868294, y: 10.031442, vx: -0.378193, vy: -0.316556, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.635138, y: 9.983371, vx: -0.381605, vy: -0.360032, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:32 2026><DYNAMIC><Updated DRONE STATE - x: 22.850330, y: 10.011405, vx: -0.359283, vy: -0.400728, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.617012, y: 9.961269, vx: -0.362525, vy: -0.442031, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.833265, y: 9.987370, vx: -0.341319, vy: -0.480691, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.599792, y: 9.935273, vx: -0.344398, vy: -0.519929, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.817053, y: 9.959538, vx: -0.324253, vy: -0.556657, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.583433, y: 9.905577, vx: -0.327179, vy: -0.593933, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.801651, y: 9.928097, vx: -0.308041, vy: -0.628824, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.567892, y: 9.872365, vx: -0.310820, vy: -0.664236, fx: 0.000000, fy: -2.000000>
<Thu Jan 15 14:56:33 2026><DYNAMIC><Updated DRONE STATE - x: 22.787020, y: 9.893228, vx: -0.292639, vy: -0.697383, fx: 0.000000, fy: -2.000000>
